log_id,timestamp_iso,coder_id,run_id,dictionary_version,tagset_version,export_version,igo,attribute_code_before,indicator_id_before,attribute_code_after,indicator_id_after,evidence_tier,doc_family_inferred,source_type,source_scope,article_section_page,source_uri,trigger_term,coder_action,retained_in_longfile,decision_rationale,review_note,trace_key,retrieval_set,attribute_code_final,coder_action_std,tfidf_cosine,retrieval_method,source_title_char_count,source_title_word_count,source_title_sha256,source_excerpt_char_count,source_excerpt_word_count,source_excerpt_sha256,public_text_fields_included,public_release_note
AT-P2-0002659,2025-07-15T17:58:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Human Settlements Programme (UN-Habitat),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,—,https://habitat3.org/the-new-urban-agenda/preparatory-process/united-nations-task-team/,coordination,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Strategic/operational evidence: horizontal coordination evidence (peer-level coordination) captured; coded as HC (peer-level).,15e418e8cf0330c7b037e34e4839a5f59b92fafc,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),57,11,735c4fe4fbfc999942c015ba643dd56301bebf1014da7d3a562f3fd285aba832,212,31,0c6fca67eb9d06f072b5eb87c0bdbe27a9cae3282e8cedf86f9caefb149398e8,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002660,2025-07-15T17:59:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Human Settlements Programme (UN-Habitat),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,—,https://unhabitat.org/international-guidelines-on-urban-and-territorial-planning,coordination,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Strategic/operational evidence: peer-level coordination mechanism recorded; retained under HC (peer-level coordination).,b3e08e3f183836d755bb439e96fbd3682f2b75a4,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),129,18,c65eca2b30f94d1ee858b525abcaf50a002138f416219f6d968cafa288962607,254,33,14e3a83efb36cae33454aa7b25e0159b58d7543dfe38f3198fe0b133cdfe638d,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002661,2025-07-15T18:00:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Human Settlements Programme (UN-Habitat),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,—,https://unhabitat.org/knowledge/city-prosperity-initiative,coordination,Accept,Yes,Checked for construct fit; retained with source pointer.,"Strategic/operational evidence: HC substantiation located; classified as peer-level coordination, not VC.",3dccf1b284d07924bbb41a1371a765b613f231a1,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),45,6,09cd3df6254d58785f43add4e7c3434172b3e0a7c30b8a6b56ae64cee0694189,200,30,7156d869e8b7e634e6a26c6efc71e3335ba31b4860b28d0dfd5a5a6ec69106be,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002662,2025-07-15T18:01:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),VC,IND_VC_COORD,VC,IND_VC_COORD,Definition/Identification,Strategic/operational material,Official website/portal,—,—,—,implementation,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,c7035b60bddd776f281823adfb686d3e27b9d853,attributes,VC,ACCEPT,0.24760014201134362,regex + TF-IDF cosine (ranking),40,7,0e444f6daa1272e5098a618f364e3ee007a87c32a06d50d3442dfbde3b85451d,141,15,56d8c42392449785ae325f0db2cdc79f190d8fda69c54f85338359efadfb1745,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002663,2025-07-15T18:01:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Human Settlements Programme (UN-Habitat),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,—,https://unhabitat.org/world-habitat-day,coordination,Accept,Yes,Checked for construct fit; retained with source pointer.,Strategic/operational evidence: horizontal coordination evidence (peer-level coordination) captured; coded as HC (peer-level).,bcba63414d5bb1146ee18648c159bf39223e503d,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),125,18,79e3950a5fcf7153cd5986538dfbff948fb246287fe8da879979fb0d242fd316,340,50,964b091349efb9f16d3ac1bdc276632db184119c90ce14427175b46cbc7ea66a,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002664,2025-07-15T18:02:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,United Nations Human Settlements Programme (UN-Habitat),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Official website/portal,—,—,https://unhabitat.org/wcr/,coordination,Accept,Yes,Checked for construct fit; retained with source pointer.,Official web source evidence: peer-level coordination mechanism recorded; retained under HC (peer-level coordination).,6b4a607643e0804ae2613e1e65b8603e1315ee1e,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),35,6,d8db74d493a7d2d5cc27853044ead8ce59e45453287792899956b6b6ba680041,42,7,9ef66fb4c80f58bd5ef0d47cc2330512df223b06e4ede574252a23bac04fba26,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002665,2025-07-15T18:02:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),VC,IND_VC_COORD,VC,IND_VC_COORD,Explanation/Elaboration,Strategic/operational material,Official website/portal,—,—,—,implementation,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,3e13131d1ab603d5c4a35fce9cc94115424912b3,attributes,VC,ACCEPT,0.10276668745459995,regex + TF-IDF cosine (ranking),40,7,0e444f6daa1272e5098a618f364e3ee007a87c32a06d50d3442dfbde3b85451d,381,50,3cd174af44a1bee31d663643b12504839b8d25560af2369ebb73edb343db2c62,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002666,2025-07-15T18:03:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),VC,IND_VC_COORD,VC,IND_VC_COORD,Substantiation/References,Strategic/operational material,Official website/portal,—,Article III-VIII,https://executiveboard.wfp.org/document_download/WFP-0000141150,implementation,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Official web source evidence: vertical coordination evidence (cross-level coordination) captured (Article III-VIII); coded as VC (cross-level link).,0a664b283ce7adee8d0c0993b49b8a075254000e,attributes,VC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),40,7,0e444f6daa1272e5098a618f364e3ee007a87c32a06d50d3442dfbde3b85451d,195,33,f2f767bba7dd6f785cbc8d2a024305cf46ed7496e6a75e463a8761ef305c7a2c,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002667,2025-07-15T18:04:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),VC,IND_VC_COORD,VC,IND_VC_COORD,Substantiation/References,Strategic/operational material,Official website/portal,—,Article III-VIII,https://www.wfp.org/governance-and-leadership,implementation,Accept,Yes,Meets indicator definition; provenance captured for reconstruction.,Official web source evidence: VC substantiation located (Article III-VIII); classified as cross-level coordination to avoid HC conflation.,e38d3a5e96a2684db0b3005ed627897cf4e46bb3,attributes,VC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),108,16,d88bc7fc24c646a935288f53ce11c95c2cc49a88bb5997f536f417bbb84939f2,115,17,fcaa63be55a2affa901ce3b657f0c9b3a39e5fc590202bd35327d70603c993e6,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002668,2025-07-15T18:05:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),VC,IND_VC_COORD,VC,IND_VC_COORD,Substantiation/References,Strategic/operational material,Official website/portal,—,Article III-VIII,https://executiveboard.wfp.org/document_download/WFP-0000138085,implementation,Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Official web source evidence: VC substantiation located (Article III-VIII); classified as subsidiary bodies and reporting lines to avoid HC conflation.,f086e8aec2be4fbdc05a6b2e81ee3fd27a7c0a6a,attributes,VC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),112,15,a7a8960ca6ea7e791ab16815753887ec1c16b125fce47f2707dda1c7e420e561,119,16,b06470edde4abb933f3f5c21a58b8e338c6ed5daf3725a911c4cb3e719b0f4f8,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002669,2025-07-15T18:06:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),VC,IND_VC_COORD,VC,IND_VC_COORD,Substantiation/References,Strategic/operational material,Official website/portal,—,Article III-VIII,"https://www.fao.org/sustainable-development-goals-helpdesk/champion/article-detail/committee-on-world-food-security/en#:~:text=The%20Committee%20on%20World%20Food,security%20and%20nutrition%20for%20all",implementation,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Official web source evidence: VC substantiation located (Article III-VIII); classified as subsidiary bodies and reporting lines to avoid HC conflation.,5b34b50084f0a848f483a6612b74310850ad2467,attributes,VC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),71,11,81e6fda4c1584b4aec10ebc52bee45237209d5851e6d892c262bd39cecfb298e,77,12,bc49aea3f6068ceb90b40282dd59934bbc6708046fe5125b5f6ffb894563579d,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002670,2025-07-15T18:07:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Definition/Identification,Strategic/operational material,Official website/portal,—,—,—,coordination,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,39e2ab20ded80e1279802c07b99a36042cff5876,attributes,HC,ACCEPT,0.25520137615650507,regex + TF-IDF cosine (ranking),78,13,75d0bf28e9df29e5a2a33b6443a2cbd1fde1d3420cb27cd4837eca778db65e5a,136,14,bd999db49edce9c7b32655a4c45ee26f9d39df7a62f71c7c761e2027e507232b,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002671,2025-07-15T18:07:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),VC,IND_VC_COORD,VC,IND_VC_COORD,Substantiation/References,Strategic/operational material,Official website/portal,—,Article III-VIII,"https://www.fightfoodcrises.net/#:~:text=The%20Global%20Network%20Against%20Food,based%20responses%20and%20collective%20efforts",implementation,Accept,Yes,Relevant to indicator; retained after contextual read-through.,Official web source evidence: VC substantiation located (Article III-VIII); classified as cross-level coordination to avoid HC conflation.,2c03afbfb508dd844b3ef7635679833847f3234c,attributes,VC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),51,7,b4cec379b17dc41af3088ee56d9efc69d83df42f5f2cbd7a6d3976aaca534992,127,15,4aa2f831a9b0b7607b45ee5a54b7f63b1ff9f868840761fa20aafb44c7043cb1,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002672,2025-07-15T18:08:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),VC,IND_VC_COORD,VC,IND_VC_COORD,Substantiation/References,Strategic/operational material,Official website/portal,—,Article III-VIII,"https://sunbusinessnetwork.org/about-us/#:~:text=The%20Scaling%20Up%20Nutrition%20(SUN,to%20scaling%20up%20nutrition%20action",implementation,Accept,Yes,Checked for construct fit; retained with source pointer.,Official web source evidence: cross-scale mechanism stated (Article III-VIII); retained under VC (cross-level coordination).,1511dbaffa6b4224188c25657305c3a48331ed5e,attributes,VC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),143,8,9a60fb46eabf10d522d8abe2b2d2aea169b61df4e68318d02757f3304caf5c5a,149,8,2130db07ec8981b6941d54bfa191c2435e33f4079b61aa0c3d49080375cbff37,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002673,2025-07-15T18:08:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Explanation/Elaboration,Strategic/operational material,Official website/portal,—,—,—,coordination,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,3e43edf92e0461ae7ab4b17a628d6e5a5fa8c1dd,attributes,HC,ACCEPT,0.09549331201651906,regex + TF-IDF cosine (ranking),78,13,75d0bf28e9df29e5a2a33b6443a2cbd1fde1d3420cb27cd4837eca778db65e5a,340,50,fb3e17291f70aaa1ca672313b0b3321771c188a23af6ae0fb97340d3df7883f0,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002674,2025-07-15T18:09:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Official website/portal,—,Article III,https://executiveboard.wfp.org/document_download/WFP-0000141150,coordination,Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Official web source evidence: horizontal coordination evidence (joint workplans/platforms) captured (Article III); coded as HC (peer-level).,eb3882ea3bb74e12b45be3e5cbdd4bd582a1c8f6,attributes,HC,ACCEPT,0.047248073913640824,regex + TF-IDF cosine (ranking),78,13,75d0bf28e9df29e5a2a33b6443a2cbd1fde1d3420cb27cd4837eca778db65e5a,85,14,a91a8bb3eb7e321103b220730b538eb43b04b9be72f8abe22c857fb6e6b8bf4d,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002675,2025-07-15T18:10:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),IIR,—,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Article III,https://www.wfp.org/nutrition,coordination,Re-tag,Yes,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,"Re-tagged from IIR/VC candidate set: excerpt concerns peer coordination (inter‑agency platform, joint work plan, cross‑sector mechanism) rather than formal partnership instrument or vertical chain; retained under HC.",b6c1d5b0cfef4f98a2ab60ac5830798f90f53525,attributes,HC,RETAG,0.0,regex + TF-IDF cosine (ranking),102,14,bf1aaf5c9fdf620b04363df30d2433118f7d838db9c5fb83516fd9fe6dd9e1ed,205,28,241e3567de44d631e273e3e3fa3d396da82d19c064a356f2cfe2a81b975b2820,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002676,2025-07-15T18:11:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Article III,https://www.wfp.org/school-meals,coordination,Accept,Yes,Checked for construct fit; retained with source pointer.,"Strategic/operational evidence: HC substantiation located (Article III); classified as peer-level coordination, not VC.",b234719aabf00e10469ddd7f43107d364f1e302e,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),99,13,dfa773f34988064f9a47efd2b8fb17cf2d638477b661f6b51824029969d057ab,204,27,fc5a5ac6bec47008ca553e06c077fbde205a57671faa39b338a50a6ddd2a2234,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002677,2025-07-15T18:12:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Article III,https://www.wfp.org/social-protection,coordination,Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Strategic/operational evidence: peer-level coordination mechanism recorded (Article III); retained under HC (peer-level coordination).,85988a8bc82dabfb68fc2649fdd38cfd300c4511,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),93,13,3058dcc4482b35a43e1f9fb8534ad1f23fbbd799141df3841e52782d27643020,215,33,516b810223fa59bb563478940a51392d21a89b1282de7eca567b16503e13b247,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002678,2025-07-15T18:13:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),IIR,—,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Article III,https://www.wfp.org/climate-action,coordination,Re-tag,Yes,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,"Re-tagged from IIR/VC candidate set: excerpt concerns peer coordination (inter‑agency platform, joint work plan, cross‑sector mechanism) rather than formal partnership instrument or vertical chain; retained under HC.",be707a77473d891a392c13f52b00d4cc3f1e3320,attributes,HC,RETAG,0.0,regex + TF-IDF cosine (ranking),104,18,8af97d1adf2465ed1a445d9f447533612896171a33f03ed88dff21e819d45806,122,20,09087dccbab83673e0eea50d1648b577e884a140305a78366cead65078cd8c1e,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002679,2025-07-15T18:14:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Article III,https://www.wfp.org/country-strategic-planning,coordination,Accept,Yes,Substantiates matrix value; citation anchors preserved.,"Strategic/operational evidence: HC substantiation located (Article III); classified as joint workplans/platforms, not VC.",8ad8fa30a9f84921d2e38e1b9d4d436104ec6f2a,attributes,HC,ACCEPT,0.11556749630030388,regex + TF-IDF cosine (ranking),123,18,f67dffa88a5f7a702e1c5362df1f46223009b5b0543e7c14d5e41026eaef5e39,267,38,7f8501f2fad571d898684a213e3a1f647f391b26bb264f8fb97e2b3c61984982,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002680,2025-07-15T18:15:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Article III,"https://www.wfp.org/emergency-preparedness-and-response#:~:text=Emergency%20preparedness%20and%20response%20is,and%20timely%20when%20crises%20erupt",coordination,Accept,Yes,Meets indicator definition; provenance captured for reconstruction.,"Strategic/operational evidence: HC substantiation located (Article III); classified as peer-level coordination, not VC.",9e98548694320e8b28c76913ddaa6ceb385d6761,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),55,7,1bb8617f65c8fb7b4a2afdfd7ac7f496b843de3823f5a3a9c6f8a31506c97d60,61,8,60aef5019837a1fddaa8ddb12ecf91cba2dd6959e1ea5400f5c66e6da7f0a98a,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002681,2025-07-15T18:16:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Article III,https://www.wfp.org/food-security-cluster,coordination,Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Strategic/operational evidence: horizontal coordination evidence (inter-agency platforms) captured (Article III); coded as HC (peer-level).,3509841437ad348247d661fb02c23f91d183fc41,attributes,HC,ACCEPT,0.041111059443292484,regex + TF-IDF cosine (ranking),112,15,87afdf52c2f3e33fb4cf194591e703894097f660979a287d24538f8388dcc88c,184,23,2c7cb1344cea9eda5b558af0b508711dccfefb97f837b217d90ec48680befc0c,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002682,2025-07-15T18:17:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Official website/portal,—,Article III,https://scalingupnutrition.org/,coordination,Accept,Yes,Web evidence used for rules-in-use; URI retained for audit.,Official web source evidence: horizontal coordination evidence (inter-agency platforms) captured (Article III); coded as HC (peer-level).,44babce70f22a826b4d7808176b15406b6d4b774,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),47,7,5dcc9df8164841c86dba98be1308dd2a3df8b990b33873477b84d0346fcaa6fb,54,8,c336a264e2a4175ab6cf2929261a53493945e866bfae771edb604ca601492aba,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002683,2025-07-15T18:18:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Article III,https://www.wfp.org/food-security-analysis,coordination,Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Strategic/operational evidence: peer-level coordination mechanism recorded (Article III); retained under HC (peer-level coordination).,6fa8c706bf83975e76e017cd36eaeb1a6678b2cf,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),130,18,ac81fbe1767021e2204b3b672a9350a4d208b9f93d3fb327f3e88b34b7cb2ff2,250,37,daeb1a346a8f3eb6ff4e4e8faca186e70caf57768a621621f0d399936d0f759a,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002684,2025-07-15T18:19:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Official website/portal,—,Article III,https://www.wfp.org/publications/fill-nutrient-gap,coordination,Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Official web source evidence: peer-level coordination mechanism recorded (Article III); retained under HC (peer-level coordination).,eaebec5c60dffaf17aaa8d64d5397cd53a718f47,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),40,7,866b24ffd70f74ae93e9e70470c3492cf73c38b6bf2682c2e9030f4540cf8971,47,8,23eb938bf1c90c563c77373bca7bec063c8ea27b659bb6bb93469917c8a062c9,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002685,2025-07-15T18:20:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),IIR,—,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Article III,https://www.wfp.org/publications/2021-state-food-security-and-nutrition-world-report-and-inbrief,coordination,Re-tag,Yes,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,"Re-tagged from IIR/VC candidate set: excerpt concerns peer coordination (inter‑agency platform, joint work plan, cross‑sector mechanism) rather than formal partnership instrument or vertical chain; retained under HC.",9fe826c83b9d4883237f2b0387d89b71e39f716d,attributes,HC,RETAG,0.0,regex + TF-IDF cosine (ranking),117,18,197fd97d8b2b65f3abb28edff0f6cdddf1ce21ca688e1e8c9367bd0c5a8a935d,278,45,383b40bb8c07538267ba013e71ae96cf4fe7de4050079ae0f73256bb9bc3650f,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002686,2025-07-15T18:20:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),VC,IND_VC_COORD,VC,IND_VC_COORD,Definition/Identification,Other/unclear,Legal instrument (PDF),—,—,—,implementation,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,aca0ddf59d81ed285eb6590f31a75f96fba03c21,attributes,VC,ACCEPT,0.24760014201134362,regex + TF-IDF cosine (ranking),73,11,d1c94d4b29d8e868763684dbc978f0396f463aa5552e639273e01d07c7e9c93a,141,15,56d8c42392449785ae325f0db2cdc79f190d8fda69c54f85338359efadfb1745,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0002687,2025-07-15T18:21:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Food Programme (WFP),HC,IND_HC_COORD,HC,IND_HC_COORD,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Article III,https://www.wfp.org/publications/global-report-food-crises-2023,coordination,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Strategic/operational evidence: horizontal coordination evidence (peer-level coordination) captured (Article III); coded as HC (peer-level).,5f9148bc422508c2ff8466484525c3f228361634,attributes,HC,ACCEPT,0.0,regex + TF-IDF cosine (ranking),46,8,3d2277f2444bab868eed0844633b9a1707727913205bd4d1bb166abeb3d8d5bc,53,9,c3f753b922e66d534f70097adbb9e66373931ae5959d8302593805ff84fbe755,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
